050a0501_1.7783_442o030z_-1.7783.wav,0.000,0.000, 0.000,0.000, 0.040,13.504, -0.000,13.692
 050a0502_1.3461_440o030j_-1.3461.wav,0.000,0.000, 0.000,0.000, 0.204,4.427, 0.000,6.834
 050a0502_1.463_420a010o_-1.463.wav,0.000,0.000, 0.000,0.000, -0.014,4.684, -0.000,7.354
 050a0502_1.9707_440c020w_-1.9707.wav,0.000,0.000, 0.000,0.000, -0.057,-6.231, 0.000,5.959
 050a0504_2.4414_443o0313_-2.4414.wav,0.000,0.000, 0.000,0.000, 0.002,10.276, 0.000,10.472
 050a0505_1.5097_440o030d_-1.5097.wav,0.000,0.000, 0.000,0.000, 0.059,8.334, 0.000,9.265
 050a0506_1.7744_447c0213_-1.7744.wav,0.000,0.000, 0.000,0.000, -0.067,3.418, -0.000,7.030
 050a0506_1.9887_447c0215_-1.9887.wav,0.000,0.000, 0.000,0.000, 0.034,3.699, 0.000,6.675
 050a0508_0.25679_052a050a_-0.25679.wav,0.000,0.000, 0.000,0.000, -0.121,-5.237, -0.000,5.601
 050a0507_0.75154_423a010l_-0.75154.wav,0.000,0.000, 0.000,0.000, -0.015,-4.197, 0.000,5.444
 050a0508_0.19796_423a010l_-0.19796.wav,0.000,0.000, 0.000,0.000, -0.036,10.272, -0.000,10.749
 050a0508_1.4465_22gc0102_-1.4465.wav,0.000,0.000, 0.000,0.000, -0.118,3.058, 0.000,6.785
 050a0509_1.158_446o030v_-1.158.wav,0.000,0.000, 0.000,0.000, 0.107,15.213, 0.000,15.227
 050a0509_2.4594_443o030b_-2.4594.wav,0.000,0.000, 0.000,0.000, 0.029,3.268, 0.000,6.580
 050a050a_2.2408_422o030n_-2.2408.wav,0.000,0.000, 0.000,0.000, -0.068,14.717, 0.000,14.822
 050a050b_0.37193_443c020s_-0.37193.wav,0.000,0.000, 0.000,0.000, 0.051,15.387, -0.000,15.432
 050a050a_0.032494_446o030v_-0.032494.wav,0.000,0.000, 0.000,0.000, -0.032,14.945, 0.000,14.983
 050a050a_1.7521_422c020j_-1.7521.wav,0.000,0.000, 0.000,0.000, -0.104,15.736, 0.000,15.728
 050a050c_0.050237_442c020j_-0.050237.wav,0.000,0.000, 0.000,0.000, 0.028,-3.115, -0.000,0.872
 050a050c_1.7355_052c0112_-1.7355.wav,0.000,0.000, 0.000,0.000, -0.099,-4.974, -0.000,5.534
 050a050e_1.6411_441o030s_-1.6411.wav,0.000,0.000, 0.000,0.000, -0.082,8.459, -0.000,9.277
 050a050f_0.59652_440c020j_-0.59652.wav,0.000,0.000, 0.000,0.000, -0.085,4.577, -0.000,6.907
 050a050i_1.7445_447c0213_-1.7445.wav,0.000,0.000, 0.000,0.000, -0.065,3.443, -0.000,6.528
 050a050i_1.6472_422o030f_-1.6472.wav,0.000,0.000, 0.000,0.000, -0.062,0.236, 0.000,6.542
 050a050i_2.067_420a010b_-2.067.wav,0.000,0.000, 0.000,0.000, -0.001,6.494, 0.000,8.433
 050a050i_2.1935_421c020b_-2.1935.wav,0.000,0.000, 0.000,0.000, -0.004,13.388, -0.000,13.564
 050a050j_0.72455_052c0101_-0.72455.wav,0.000,0.000, 0.000,0.000, 0.099,14.575, -0.000,14.609
 050a050j_1.2216_22ga0109_-1.2216.wav,0.000,0.000, 0.000,0.000, -0.030,6.913, -0.000,8.365
 050a050k_0.74546_22hc010o_-0.74546.wav,0.000,0.000, 0.000,0.000, 0.005,12.759, -0.000,12.905
 050a050j_1.8713_440o030d_-1.8713.wav,0.000,0.000, 0.000,0.000, -0.067,0.870, -0.000,5.871
 050a050l_0.87662_443o0310_-0.87662.wav,0.000,0.000, 0.000,0.000, 0.113,-1.778, 0.000,6.309
 050a050l_0.96279_420o030g_-0.96279.wav,0.000,0.000, 0.000,0.000, -0.210,-1.740, 0.000,1.724
 050a050l_1.2369_445o0305_-1.2369.wav,0.000,0.000, 0.000,0.000, -0.298,8.281, -0.000,8.754
 050a050m_1.6347_051c010x_-1.6347.wav,0.000,0.000, 0.000,0.000, 0.005,-2.910, -0.000,5.504
 050a050o_0.037607_444o0311_-0.037607.wav,0.000,0.000, 0.000,0.000, 0.109,15.331, 0.000,15.392
 050a050o_0.52962_447o030c_-0.52962.wav,0.000,0.000, 0.000,0.000, -0.003,7.534, 0.000,8.718
 050a050o_1.65_052a0511_-1.65.wav,0.000,0.000, 0.000,0.000, -0.052,-5.535, -0.000,6.129
 050a050p_0.0059009_442c0206_-0.0059009.wav,0.000,0.000, 0.000,0.000, -0.031,15.554, 0.000,15.505
 050a050p_2.3137_22ha010b_-2.3137.wav,0.000,0.000, 0.000,0.000, -0.156,-6.103, 0.000,5.285
 050a050q_1.3825_444o0312_-1.3825.wav,0.000,0.000, 0.000,0.000, -0.034,6.436, -0.000,8.192
 050a050s_1.1019_052c010s_-1.1019.wav,0.000,0.000, 0.000,0.000, -0.006,-3.647, -0.000,5.811
 050a050t_0.089726_422a010e_-0.089726.wav,0.000,0.000, 0.000,0.000, 0.022,13.893, -0.000,13.990
 050a050x_0.63237_22ga010f_-0.63237.wav,0.000,0.000, 0.000,0.000, -0.053,7.272, -0.000,8.248
 050a050x_1.0327_444o030o_-1.0327.wav,0.000,0.000, 0.000,0.000, -0.001,-0.352, -0.000,2.451
 050a050x_1.2094_446c020i_-1.2094.wav,0.000,0.000, 0.000,0.000, 0.021,1.910, -0.000,5.990
 050a050x_1.2457_446c020h_-1.2457.wav,0.000,0.000, 0.000,0.000, -0.114,1.909, 0.000,5.735
